userWallet,credit_score,first_txn,last_txn,total_txns,unique_actions,unique_protocols,unique_networks,activity_span_days,cluster
0x0003f46779806fe779e7f30eec95dbdb4d45840b,823.0,1623421735,1630579664,24,4,1,1,83,0
0x0004849537dab5c33fc8c494d05313dfbe2d99f3,907.0,1623429689,1630516926,10,4,1,1,83,0
0x0004a89403e17f544bfbd25ecb1a7d9215a1d61b,300.0,1630396737,1630396946,2,2,1,1,1,1
0x0004d4112ee696dabc22b221bef156ecdaeb1a59,900.0,1621691579,1621691955,6,4,1,1,1,0
0x0005696d4be2359526c497fe4a4c0620b41f2426,900.0,1623251602,1623307156,7,4,1,1,1,0
0x000660cad76200a2e326f53e033919905e6c50f5,500.0,1626365624,1626365624,1,1,1,1,1,2
0x00069a4bf1b2a8d5eded8e91347dbaa70796ff54,500.0,1626953721,1626953721,1,1,1,1,1,2
0x00080000158a9930aeb508823103b0a977161c47,501.0,1625790694,1626653692,2,1,1,1,10,2
0x00099b1263c22ae2ce0a52624cef2a012e751970,500.0,1626164492,1626839442,2,1,1,1,8,2
0x0009ce45d5df78e632a0b4987079432dfba2253a,500.0,1619858543,1619858543,1,1,1,1,1,2
0x000a27ba176083e4b50177378cbe7469a00dd557,900.0,1622646973,1625514251,12,4,1,1,34,0
0x000a3d1bef684a7c029267a26068de56b1c1b4dc,501.0,1622631470,1624870385,43,4,1,1,26,0
0x000ab43e658935ba39504a1424b01756c1e9644c,300.0,1628563047,1628563091,2,2,1,1,1,1
0x000bc61d0a2dfee19346ad4d1fce2fa3c099e0cb,512.0,1619464130,1630114514,77,2,1,1,124,0
0x000c8e2871750f458bf1de8ab528dda09bc95db6,900.0,1619207671,1619207731,4,4,1,1,1,0
0x000cdb5d7a2cda2947603f2993f05db57e3197dc,891.0,1624609837,1630324676,71,4,1,1,67,0
0x000cef8f0ab0a2fadbecaeb92e8781ab3e04b01e,903.0,1623548213,1626197605,6,3,1,1,31,0
0x000d0ccd6b0e27ce38018b1304ef4f2cd345b636,500.0,1623488053,1623488053,1,1,1,1,1,2
0x000dd5baf04ffe492508f5f45ac3d9374b193f57,500.0,1621853669,1621853669,1,1,1,1,1,2
0x000deb0c92e6d3da7f77ed01b8473b3f7f4efc39,779.0,1622527700,1629489034,8,4,1,1,81,0
0x000df66a4ac5991f672ae2db1e8fc38f1e7d46d9,502.0,1628793467,1630548958,8,2,1,1,21,1
0x000e840a3122ec28d0c29321db172375cb049762,902.0,1620983877,1623255863,10,4,1,1,27,0
0x000e9bd1d42999446d60ff60f1fb3afb13604202,900.0,1629982386,1630152894,22,4,1,1,2,1
0x000eab293e332bd6e67018a9150e8807bfac3233,500.0,1627127973,1627127973,1,1,1,1,1,2
0x000f3b3cba440b4bd611d2ac4b6271400fb1e4e1,500.0,1622644687,1623999030,2,2,1,1,16,2
0x000f4432a40560bbff1b581a8b7aded8dab80026,901.0,1619465677,1621033345,25,4,1,1,19,0
0x000f7f22bfc28d940d4b68e13213ab17cf107790,900.0,1619206675,1619450928,73,4,1,1,3,0
0x000f908720f9ce164d90f4fc89459fab4442907f,900.0,1623475570,1623592531,96,4,1,1,2,0
0x000fbfec300959d0f2f327728a889c1f5de8e2df,900.0,1625412745,1626107012,8,4,1,1,9,0
0x0011730224657eb527cf736039854c3a3f140e63,900.0,1618849121,1618849259,4,4,1,1,1,0
0x00120ea6fdbaf057eadc1bd149f957488444e92c,900.0,1625501389,1625506105,4,3,1,1,1,0
0x0012668072f7e0579caf7e047713d8b6d476d0db,500.0,1626596344,1626836136,2,1,1,1,3,2
0x00129c4ce6be31b273de64c65ff3fcdd4706a002,563.0,1621113983,1626471036,231,5,1,1,63,0
0x0012a7f00af8a643ba5a6aa187f915b4c13289df,500.0,1626190751,1626190751,1,1,1,1,1,2
0x00130437654e7e86cbbeeaf34f4771df6a1fb45c,500.0,1622111460,1622111460,1,1,1,1,1,2
0x00133f29e7d424f4e5773532b3fc35d020e9c54e,500.0,1626568729,1627095273,2,1,1,1,7,2
0x0014dfac19477a83d7354e6eaac28642c1959398,903.0,1621622844,1624231483,36,4,1,1,31,0
0x001589fe1923c2118f34e4277f2ef650fcbf0161,313.0,1618943684,1630415434,30,3,1,1,133,0
0x00159370cbe576b765a7fb2e78582e0cb563d445,302.0,1628500155,1630299760,19,3,1,1,21,1
0x0015b3f0266cd7b1f4105cf8180d37e7bd0ccead,500.0,1622138895,1622140653,2,2,1,1,1,2
0x0016469a65facda9e86fd0ae0e9661128843c224,300.0,1620615531,1620615531,2,2,1,1,1,2
0x0016dcd1d3c93067dce5bb30dc33258f36d33308,500.0,1622095387,1622095387,1,1,1,1,1,2
0x00183135585d70a523d61b2e43037a7138b36906,505.0,1625101762,1630038823,54,4,1,1,58,0
0x00184e8aa1e95f491f2d9601e12b540092160ded,900.0,1618391523,1618391595,4,4,1,1,1,0
0x0018583d7654803d2c59467e10dec5f70bbe1851,502.0,1620571652,1622489320,72,1,1,1,23,2
0x001875a076b3cfe1c9535d76b0345c16e3d61118,500.0,1626281917,1626753569,2,1,1,1,6,2
0x0018d044b946ede86b43bb3b964a45772a5abeb9,905.0,1623996770,1628601325,22,4,1,1,54,0
0x0019971fb18fbfc9108d90eb2cdd4d5a0a897eee,801.0,1624037278,1625265329,5,3,1,1,15,0
0x0019bd9f6142943f3a03a8a62d0001a95213f555,500.0,1621828078,1621828078,1,1,1,1,1,2
0x001b024b98ee862aa01eea595c4c16a0213d2611,300.0,1618217112,1618217236,2,2,1,1,1,2
0x001bc3cfc3eed892dd6de07807333f2b05c5b4e9,902.0,1622713661,1624707727,32,4,1,1,24,0
0x001bc97d92e1a30b02d4e75be25f06063555d556,901.0,1623254837,1624078590,45,4,1,1,10,0
0x001be549fa377710b9e59d57bbdf593ce1e379ca,502.0,1626653388,1628439978,2,1,1,1,21,1
0x001c88d92d199c9eb936ed3d6758da7c48e4d08e,501.0,1626144348,1626982308,2,1,1,1,10,2
0x001d2a3192a49e28cac0a7abcaa916648c62b982,500.0,1626856437,1626856437,1,1,1,1,1,2
0x001d4aa3f14b6e0019e5615e9c8eb50659061220,500.0,1627063469,1627063469,1,1,1,1,1,2
0x001f96b7e19a54ae45f451b0148336504d03fdcf,500.0,1626721307,1626721307,1,1,1,1,1,2
0x001fbfc5e2b56d372d642f5f1b52b5cde4584779,506.0,1623996456,1629893966,6,2,1,1,69,1
0x00202f8f6bb6f100241ce0726922f2bd4c7196ee,500.0,1626677429,1626677429,1,1,1,1,1,2
0x0020c5222a24e4a96b720c06b803fb8d34adc0af,500.0,1627355152,1627355152,1,1,1,1,1,1
0x0021be1d33a577bf5ede730a6b5d5d9f878ba7e4,500.0,1626181219,1626709719,2,1,1,1,7,2
0x00222d56e0509a5e9ab05c588c548290a5e9f876,500.0,1626690455,1626690455,1,1,1,1,1,2
0x002379916ac42a432f3b53f16782d33267debb4c,500.0,1626657568,1626657568,1,1,1,1,1,2
0x0023aa0d5d1675d6ccbe0aff5d6afdd0bc61d2be,500.0,1626281963,1626753577,2,1,1,1,6,2
0x0023d9ffe7d793895c5da5833d56c737832ead2b,500.0,1626662067,1626662141,2,1,1,1,1,2
0x0023e0f24acc95e838f76f81ab3d69e40b9b1933,500.0,1626701595,1626701595,1,1,1,1,1,2
0x0023f4cbb5d47ef377af97fc5c7399b62e31e0ff,500.0,1626631905,1626719547,2,1,1,1,2,2
0x0024461e7a8ce7157866eaa4c24b702d328250ce,500.0,1628416365,1628416365,1,1,1,1,1,1
0x0024511a019f836ddd88902bb516b4f0b3a2dcf9,500.0,1624733104,1624733104,1,1,1,1,1,2
0x00246f7813397868b1beec56e1677efa47816dae,902.0,1622447007,1624263724,44,4,1,1,22,0
0x0025a856d01a898bd52286d56c52323b13937b65,500.0,1621849897,1621849897,1,1,1,1,1,2
0x00261d225db379b3fc74cd0228d6f90582d39035,300.0,1620731387,1620731387,2,2,1,1,1,2
0x00262ffcfda82b5582d1905ca05b849f196b0419,900.0,1623431571,1623756471,10,4,1,1,4,0
0x0026bc865efa2fb74d18c3be5a77c780756e50e6,500.0,1621965973,1621965973,1,1,1,1,1,2
0x002729e3173b9fc6abcf03eb2d754b0e2ae4edbd,500.0,1627103795,1627103795,1,1,1,1,1,2
0x002761f50e9c9e98e4ca367ef215f3643eec9dd9,500.0,1622078807,1622078807,1,1,1,1,1,2
0x002775390698ef16589bb22bba37ae7906ae2f36,516.0,1623140063,1624890887,30,4,1,1,21,0
0x0027c6cd01364a3c5d29f72269b36dfe85628193,500.0,1627216826,1627216826,1,1,1,1,1,2
0x0027f7335d610f15b325baa5798414548720fcaa,900.0,1630270928,1630387748,13,4,1,1,2,1
0x00283b611db7844cb5677b311afd67c8e3078518,500.0,1627231773,1627231773,1,1,1,1,1,2
0x00296e3cb10f1ddf6be160aa9722d7a288957b66,500.0,1620266958,1620266958,1,1,1,1,1,2
0x0029ab135b5be72168bf80f140d60a9264dbd0c5,500.0,1626376552,1626697492,2,1,1,1,4,2
0x002a63fb3bb81ccc222e2d8192eb95a5767a2151,500.0,1627109903,1627109903,1,1,1,1,1,2
0x002aea16059a7d4bef638a03b61a9e80ef07e745,503.0,1619974774,1627116599,41,4,1,1,83,0
0x002bb13a55bf4525f02717708dd4534ecc475193,500.0,1626668847,1626668915,2,1,1,1,1,2
0x002c77a71d54e6da4b28690fe1676752a74a67eb,500.0,1626686226,1626686226,1,1,1,1,1,2
0x002cd2707daccbd5f3f192a565fca0a2cea021a6,901.0,1617954913,1619512240,5,4,1,1,19,0
0x002d2715b179d0db3e17cc28317a98f2f65e6884,582.0,1617981693,1626784655,253,4,1,1,102,0
0x002d59b6a7b3483c8c1ef38c90cbe7790aeaea50,500.0,1626800174,1626800174,1,1,1,1,1,2
0x002dcc4d0ad0bdce1c444ad0bb4d51ac7e61d62b,604.0,1618617657,1629741264,29,4,1,1,129,0
0x002de04d579930686698abab5f48bda0b24fb9fc,908.0,1623480242,1630421267,85,4,1,1,81,0
0x002e5e69ae7c8999834ee24aeb5c26ad05433820,900.0,1618820622,1618820754,4,4,1,1,1,0
0x002e7ea05d6721a04cd36ab5e9f2c72338d7f7f3,500.0,1622926927,1629143212,6,2,1,1,72,0
0x002eba74e10ff40a1bc1cfa2b9684f9e28f8dea7,500.0,1626479749,1626479749,1,1,1,1,1,2
0x002f93d5a1ca66a2a64b490bd0a0291c1a1c02b6,510.0,1621161449,1630250383,108,4,1,1,106,0
0x0030040e8d836ac3e546c354f9b373e70a14deeb,500.0,1625321380,1625321626,2,1,1,1,1,2
0x00301da1d3b20fd6b8451a791a8b1a5e20599fb8,304.0,1627077533,1630591831,58,2,1,1,41,1
0x00305f0dc87d6bf12ac07e37ac0d2336d5906b93,500.0,1626943738,1626943738,1,1,1,1,1,2
0x003064605a8677d5b2e8def620ac67d8f1f1b5ed,500.0,1627131723,1630009723,3,2,1,1,34,1
0x003094a91a3b5523bc601b221f80183bd347e9ae,500.0,1626281937,1626753571,2,1,1,1,6,2
0x0030a2c2268c9faafeae8ea22802db8b3c87f82c,500.0,1626184221,1626184221,1,1,1,1,1,2
0x0030d58fd7c5af92c6e9bbf4d06255b6a9d1490a,907.0,1623996694,1630316254,67,4,1,1,74,0
0x0030de8f624d2b2513c6dbbff788bb109b80304d,500.0,1626602064,1626602064,1,1,1,1,1,2
0x0030e3b40e23f92bd064457fd1fb848482a0bde5,500.0,1626336775,1626336841,2,1,1,1,1,2
0x0030ee334630838ea4dee0b4b6ecbc973529031f,507.0,1623335934,1629733115,16,3,1,1,75,0
0x0031fc2cc920357b9767ab93200c5bf69c43e8e7,500.0,1626406722,1626406722,1,1,1,1,1,2
0x00326e37cef76788f6b0cf643c94481d60bd3d58,500.0,1626947251,1626958532,2,1,1,1,1,2
0x00329e92ed6fd0a0ef76da9c476d51faeb6b26a0,445.0,1619758126,1628725191,523,4,1,1,104,0
0x003325d3054cd7668fb16f19ea11bae6d02a474c,500.0,1628711858,1629294638,5,1,1,1,7,1
0x0034baeeb160a5f1032b6d124d3e87cc94d74e62,902.0,1619959149,1622078947,162,4,1,1,25,0
0x0034d2a08772822866b08d2c585e5c8e25723760,500.0,1624051865,1624051865,1,1,1,1,1,2
0x0034daf2e65f6ef82bc6f893dbbfd7c232a0e59c,500.0,1623214848,1625878688,5,1,1,1,31,2
0x0035e2e614e53a5ebf5a518dede926a7fcec4f91,502.0,1622225592,1624031926,26,4,1,1,21,0
0x0036472d3ca5e7ab22477d62682b2a3d9436d328,500.0,1626435845,1626435845,1,1,1,1,1,2
0x0036534c48a754163f0f446601f36bcfda840f57,874.0,1620356857,1621469649,27,4,1,1,13,0
0x00368bb9dba2ee83f3553feae59710b9c3743e09,302.0,1622923193,1626193209,11,3,1,1,38,2
0x0036a2f1f6136bb9d7992f7def692126a279e702,500.0,1626655848,1626655848,1,1,1,1,1,2
0x0036a3f98bc84afb07fe42421f5a14cfe3c33219,713.0,1622745367,1627603142,43,4,1,1,57,0
0x0036bc671c03460dec7d0ab24f45df0cf33d042b,907.0,1623236863,1629292131,12,4,1,1,71,0
0x0037643e4ec2b622270676e9e7aa163b261cfb79,500.0,1627132203,1627132203,1,1,1,1,1,2
0x0037aca1c1c45787a95c11dfaabed6308dc2ff80,504.0,1622674446,1626976852,9,2,1,1,50,2
0x0037daf6fb154db55110ced85cb4ba9e1204ca17,205.0,1622901885,1628735355,28,4,1,1,68,1
0x0038281701bf3f51fdbb18903c6e18776780a9a1,500.0,1627144421,1627144421,1,1,1,1,1,2
0x00389de87cae34a6f89e13cc8225c4984add8b37,505.0,1620508678,1625543807,610,4,1,1,59,0
0x0039e71541bdc798d062346bce94230bf519bb72,300.0,1620626481,1620626481,2,2,1,1,1,2
0x0039e762ecd8e8f074e93575dc395abfce4ef8b6,500.0,1620124907,1620364581,6,2,1,1,3,2
0x003a85c562730b196f7cba202a2515f2ff855736,910.0,1621535047,1630377190,177,4,1,1,103,0
0x003a969ef82e876824b4131a1bbafbdb46a2ca90,900.0,1623131291,1623332842,13,3,1,1,3,0
0x003ae57782ab0f390908f8d7a3a9680bcfc62ec0,500.0,1626536314,1626968678,2,1,1,1,6,2
0x003ae6c26a2655eb54c1e53b03a266d97f3512e6,308.0,1623731430,1630587614,43,3,1,1,80,1
0x003b2816d976cebbf0cadec981ff59286b6d7f2f,500.0,1620767095,1622447629,4,2,1,1,20,2
0x003be39433bde975b12411fbc3025d49d813a84f,200.0,1623999538,1626797278,4,2,1,1,33,2
0x003cb0842811db8d115e28f13048dd83db391dcb,500.0,1626855953,1626855953,1,1,1,1,1,2
0x003dc03b7d7fe265e1c1db88bb1c6b1e6bcd06a7,500.0,1626846271,1626846271,1,1,1,1,1,2
0x003e41b4f19f27ab2a07c19abe2d99ecb492ce62,800.0,1623898555,1624055469,6,3,1,1,2,0
0x003e9a119439ef34de3237034cee95675b01d5d4,852.0,1622534146,1630485625,31,4,1,1,93,0
0x003ed65a094ef804c934f2427b601e03113882ff,500.0,1625548546,1625548560,2,1,1,1,1,2
0x003edfecb016131dbd485c72f3b6f2e98a1429d9,504.0,1619142533,1622708765,144,4,1,1,42,0
0x003f705c2e62e268891d8aa2724e32f2176dc963,500.0,1630499631,1630499631,1,1,1,1,1,1
0x00402e826833fbeb6f67072f3df3c8554a0b10e6,903.0,1622707243,1625463752,39,4,1,1,32,0
0x00405f7b768a9a6b81e8060a17f0550501acf6be,205.0,1624411838,1629317067,144,3,1,1,57,1
0x0040932d4c252856709b24dc406244392d3df400,500.0,1623149009,1623149089,2,2,1,1,1,2
0x0040daac32d83c78546ae36da42a496b28ab09e1,506.0,1621357702,1626671835,6,1,1,1,62,2
0x00418b8ea6c6e2d5676f651bf76a368adb845e91,500.0,1618486606,1618486606,1,1,1,1,1,2
0x0041dac13d9365b4d695fb612950dc71884f8db1,830.0,1626149538,1630580630,154,4,1,1,52,0
0x0043090d0a3338eb89914ea9af5c529e928a044c,500.0,1627901393,1627901543,2,2,1,1,1,1
0x0043260ff376a32f335de2091e8bd455d74ecef9,500.0,1627112205,1627112205,1,1,1,1,1,2
0x00432772ed25d4eb3c6eb26dc461239b35cf8760,500.0,1626681054,1626681054,1,1,1,1,1,2
0x00432beb667c8908a74f35fef62882b502347e61,500.0,1625139361,1625462112,3,2,1,1,4,2
0x00433d27687ff685d3871395d7fedfd42b1c3529,508.0,1623359274,1630359953,30,2,1,1,82,0
0x0043f8113eb1257bc6314fe0434eec0d9bac3837,505.0,1623227855,1627786157,8,2,1,1,53,2
0x004403abb2246c48ac770e30e7b36e3b16e152a1,902.0,1621914993,1623947710,12,4,1,1,24,0
0x00447d3b5f40e1bb71766b5ffc656f5391f6e9d8,500.0,1621102335,1621102357,2,2,1,1,1,2
0x0044803a27c6c45babd3fb7affb80b3f913579d7,908.0,1621521469,1629209904,67,4,1,1,89,0
0x0044f0ab1281b2bc850bfa39123dec1e8e09001d,415.0,1623088654,1630557866,49,4,1,1,87,0
0x00452d3fd0e6bd68943b30af56a8df4eb7685387,900.0,1623038618,1625983766,6,4,1,1,35,0
0x004624a132094f106e977c369c8f2e1ebffb2ae1,500.0,1626671973,1626671973,1,1,1,1,1,2
0x0046d10482bc3ae87fa4cb550e36706addf2304a,500.0,1627113799,1627113799,1,1,1,1,1,2
0x004815f49c32e9ef6341dc2d53411a59de5a2daa,500.0,1623849841,1623849841,1,1,1,1,1,2
0x00481898361901f3e49bfe3e40872d09e93c2c11,502.0,1623400090,1625638909,6,2,1,1,26,2
0x0048e6fd005224e7e9f00058c630307f0710a84b,617.0,1623436777,1630554155,140,4,1,1,83,0
0x0049436d8c3da52d604cdc390e45026b2662d7f7,768.0,1624549157,1628681839,12,3,1,1,48,0
0x00495585ecf70ad7dd71797c2a22951ed92b9a24,904.0,1620551205,1624095331,30,4,1,1,42,0
0x004965f85a3db4d5221189595141ecab247b115d,500.0,1626129309,1626783867,2,1,1,1,8,2
0x0049d23daaafeaac69e336ffe9dcb9ca14dac781,901.0,1618342480,1619652810,91,4,1,1,16,0
0x0049f39431ab794a381deca90fa7ab85e60e6ebb,500.0,1622086493,1622086493,1,1,1,1,1,2
0x004a61f49faeab28ac5cc72ed26a7114d134362e,500.0,1623508055,1623508055,1,1,1,1,1,2
0x004af1171e5783d1223056a700e992b0eccf6191,500.0,1629567525,1629567525,1,1,1,1,1,1
0x004afb002e3fb33c833fc16b6b63103bbf97312d,503.0,1620191403,1622779234,13,5,1,1,30,0
0x004bac9f45af6848ffbdf0dec8f47023ccd7a138,201.0,1627168398,1628598563,4,2,1,1,17,1
0x004c572659319871be9d4ab337fb3df6237979d7,500.0,1630264981,1630264981,1,1,1,1,1,1
0x004c5993adfd45da327f82ec7581a6ee736bf4cb,500.0,1626787571,1626787571,1,1,1,1,1,2
0x004c788aecdcc8ae214519737576d67da3c7334a,500.0,1627154945,1627154945,1,1,1,1,1,2
0x004ce54398cc569a622bf5a99ae857306243c8ec,906.0,1624389403,1630263109,88,4,1,1,68,0
0x004d71c111862702272e6beccdaafb07c9b96c37,808.0,1622054629,1629358011,276,5,1,1,85,0
0x004f137c71b3003c7915bd6aa3a4f57e334a738e,500.0,1621420809,1621460776,5,1,1,1,1,2
0x004f9b61222bcb6214b7dcd87ebafa0ac2c74440,500.0,1627051863,1627051863,1,1,1,1,1,2
0x0051337e53823325b9df640f8bac7c7a7dcc4b19,500.0,1627109953,1627109953,1,1,1,1,1,2
0x00515e4f8a5c52a526f48c3ea07238143e2c04fc,908.0,1623122352,1630461452,68,3,1,1,85,0
0x0051e6e6cde6392c01b4cf6b97d9f5c50ec9817c,805.0,1624211192,1628941012,42,4,1,1,55,0
0x0051ed91501bdefede70975ec9459a0dd3c5657b,200.0,1628422493,1628423477,3,2,1,1,1,1
0x00520ddda78809f725ba3ac696fc8dbe9ccaef91,500.0,1626465268,1626832212,2,1,1,1,5,2
0x00526e91ec022d8596bda04092071c1da6b5322e,900.0,1628070753,1628398514,7,4,1,1,4,0
0x0052c9f2cc95f743412d6daaf3c93bcd1793479d,500.0,1623611661,1623611779,9,4,1,1,1,2
0x0052d655d117dae79d897213af1d4393ab32c739,500.0,1627054773,1627054773,1,1,1,1,1,2
0x005399ba80babd299512e9efb4e0e764f673405c,500.0,1629372189,1629372189,1,1,1,1,1,1
0x0053b5daa6d4c2e3d16f2b9c10dc04e92b14a818,405.0,1618041627,1627800669,57,4,1,1,113,0
0x00548bf85d26850ad7ad55ca90ba02572349f648,300.0,1628569096,1628569110,2,2,1,1,1,1
0x0054b73e9add0a26ca2a81635c6ec0a0eb75b77f,500.0,1622284049,1622284049,1,1,1,1,1,2
0x00552481817c28f473f4cc61538db6536015d906,500.0,1626281877,1626753565,2,1,1,1,6,2
0x00553b963de06016c68681c9bee10a79c51c5d8a,500.0,1630373542,1630374672,2,1,1,1,1,1
0x005547e9fa569b6835204402138146861e901b06,500.0,1626781428,1626781428,1,1,1,1,1,2
0x00560340190b7e9a1027fb5e72858a8298588303,500.0,1627973210,1627973210,1,1,1,1,1,1
0x00561a0d394a2cad87c811615f72b61cb0ed3faa,901.0,1622897527,1623829506,6,4,1,1,11,0
0x0056323f02bb16de8025a79ab09e1dd5c8114602,500.0,1630585408,1630585408,1,1,1,1,1,1
0x005661a7a441451fafdccd579905a7dbc79fd538,562.0,1625742692,1626810071,61,4,1,1,13,1
0x0056bcfe33f5c6dfa62b6d3d3cf5a957429828bb,500.0,1619580124,1619605078,4,2,1,1,1,2
0x0056d1fd2ca3c0f3a7b6ed6cdd1f1f104b4bf9a9,633.0,1619364620,1629147428,17,4,1,1,114,0
0x005711ac01b67981d6b627c09470cce29dbd3353,900.0,1621698725,1621698889,4,4,1,1,1,0
0x0057abf4b6b95cd42cb8c197e78b934d45679432,500.0,1626162550,1626685440,2,1,1,1,7,2
0x0057aef39caf4085bf3f91661eb2e6e6f513244f,500.0,1626629387,1627210973,2,1,1,1,7,2
0x0057b22d4385adfbc48a6581b141e04acdaf7768,500.0,1622674734,1628346507,4,2,1,1,66,0
0x0057bd83a142da84b6404616c683e21e7dd6fa5f,407.0,1623580967,1629745717,45,4,1,1,72,0
0x0057bf0e2082921a880500ab18e716c46c54216e,500.0,1626941945,1626941945,1,1,1,1,1,2
0x0057dbd2cb881113aa7b55e4ce62af8234519e01,900.0,1623381128,1624165723,14,4,1,1,10,0
0x00581eb036db4a48fbaa59ec7745e316bbd1cc76,500.0,1623660115,1623660115,1,1,1,1,1,2
0x0058873fc9eeb9906ae1135de4f84a9ef1bfba62,500.0,1626483657,1626483657,1,1,1,1,1,2
0x0059221c8444995878e9a82b0b2d732fb3da913e,500.0,1624355325,1626167846,7,2,1,1,21,2
0x005a61772557bef9a3e65a7b87eaccce34f2700e,501.0,1626183793,1627031378,3,1,1,1,10,2
0x005a75e089206f1c5b788a16a5dd54cbf6dd5b9a,502.0,1623521585,1625682686,2,1,1,1,26,2
0x005a945c426fe1f2eb3c4b04585a2427f7a032a8,307.0,1622019065,1628543431,15,3,1,1,76,0
0x005ab5979532d34dc60a4582597464df0b5a7c87,901.0,1621901469,1622762369,32,4,1,1,10,0
0x005ab79a1b5982604cdc066565499d90c550e001,401.0,1626139590,1626139590,1,1,1,1,1,2
0x005ae07a1782019253917d76334a0579ac3a9b64,901.0,1623090134,1627838647,30,4,1,1,55,0
0x005b0743d8b2ed646499dc48b64b95e71b8afa43,901.0,1622918379,1624317258,7,4,1,1,17,0
0x005b35993837ffbc6ebfa08d2e4ac40fdb0a63d1,300.0,1628874930,1628874948,2,2,1,1,1,1
0x005b5489aad85ecf95142ba14f97bba3b5d13a1a,500.0,1626363094,1626363094,1,1,1,1,1,2
0x005b8864b832d250e97996febb2b6a10b4562fd1,900.0,1624635785,1624638692,13,4,1,1,1,0
0x005bf9036a459545ec86252db2a37667a5823b94,900.0,1619107773,1619107873,4,4,1,1,1,0
0x005c7aa4001747cd4bf25c777318a13191a182ac,884.0,1622259457,1630452040,245,4,1,1,95,0
0x005ce2b15bd5fa54f2a7667405d8d45a765088cf,500.0,1628950119,1628950119,3,1,1,1,1,1
0x005ce3720edd52ef800ed68bfe29114a7d86e623,900.0,1623261467,1623297328,16,4,1,1,1,0
0x005ceac16427ed612040519f078d08570eaf7688,500.0,1626754303,1626754303,1,1,1,1,1,2
0x005d25ac8fe00ec22e8b0f34d7a5f8e00217fcd0,500.0,1626562159,1626875251,2,1,1,1,4,2
0x005d9ffbbd210f6b04d7f0880f5c49130d38ff0d,903.0,1621258088,1623947002,48,4,1,1,32,0
0x005de910a2a04e1efe9eb4c3e2aca7744ab15ed7,500.0,1626491042,1626491042,1,1,1,1,1,2
0x005df03951fac36e8cc39b7d03eadf00829815b4,500.0,1626190437,1626704001,3,1,1,1,6,2
